code,title,year,genres,rating,cast
tt2286990,The Right Kind of Wrong,2013,"Comedy,Romance",6.1,"Ryan Kwanten, Kristen Hager, Maria Menounos, Jamani, Maya Samy"
tt22874848,The Silent Hour,2024,"Action,Crime,Thriller",6.1,"Joel Kinnaman, Sandra Mae Frank, Mekhi Phifer, Mark Strong, Michael Eklund"
tt22890246,How to Have Sex,2023,Drama,6.5,"Anna Antoniades, Anna Antoniades, Mia McKenna-Bruce, Lara Peake, Enva Lewis"
tt22892546,Akelli,2023,"Action,Drama,Thriller",6.1,"Nushrratt Bharuccha, Amir Boutrous, Tsahi Halevi, Ahmar, Nishant Dahiya"
tt22893404,Maria,2024,"Biography,Drama,Music",6.4,"Angelina Jolie, Pierfrancesco Favino, Alba Rohrwacher, Haluk Bilginer, Kodi Smit-McPhee"
tt2290553,Northmen: A Viking Saga,2014,"Action,Drama,History",5.4,"Tom Hopper, Ryan Kwanten, Ken Duken, Charlie Murphy, Ed Skrein"
tt2290828,Road to Ninja - Naruto the Movie,2012,"Action,Adventure,Animation",7.6,"Junko Takeuchi, Junko Takeuchi, Chie Nakamura, Toshiyuki Morikawa, Emi Shinohara"
tt2290840,Masquerade,2012,"Drama,History",7.8,"Lee Byung-hun, Lee Byung-hun, Ryu Seung-ryong, Han Hyo-joo, Kim In-kwon"
tt2291540,My Friend Dahmer,2017,"Biography,Drama,Horror",6.2,"Ross Lynch, Alex Wolff, Anne Heche, Vincent Kartheiser, Adam Kroloff"
tt2292959,The Canyons,2013,"Drama,Thriller",3.8,"Lindsay Lohan, James Deen, Nolan Gerard Funk, Amanda Brooks, Tenille Houston"
tt2293640,Minions,2015,"Adventure,Animation,Comedy",6.4,"Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin, Allison Janney"
tt22939186,Arcadian,2024,"Action,Drama,Horror",5.5,"Nicolas Cage, Jaeden Martell, Maxwell Jenkins, Sadie Soverall, Samantha Coughlan"
tt2294449,22 Jump Street,2014,"Action,Comedy,Crime",7.0,"Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman, Peter Stormare"
tt2294473,Lesson of the Evil,2012,"Horror,Thriller",6.6,"Takehiro Hira, Fumi Nikaidô, Takayuki Yamada, Hideaki Itô, Mayu Matsuoka"
tt2294629,Frozen,2013,"Adventure,Animation,Comedy",7.4,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana"
tt2294677,In a World...,2013,Comedy,6.6,"Lake Bell, Fred Melamed, Michaela Watkins, Rob Corddry, Alexandra Holden"
tt2295722,Falcon Rising,2014,"Action,Adventure",5.8,"Michael Jai White, Neal McDonough, Jimmy Navarro, Millie Ruperto, Lateef Crowder"
tt2296697,Concussion,2013,Drama,5.6,"Robin Weigert, Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman"
tt2296777,Sherlock Gnomes,2018,"Adventure,Animation,Comedy",5.3,"Johnny Depp, James McAvoy, Emily Blunt, Kelly Asbury, Mary J. Blige"
tt2298384,Love is in the Air,2013,"Comedy,Romance",6.3,"Ludivine Sagnier, Nicolas Bedos, Jonathan Cohen, Arnaud Ducret, Brigitte Catillon"
tt2299842,Pieta,2012,"Crime,Drama,Thriller",7.1,"Jo Min-soo, Lee Jung-Jin, Woo Ki-hong, Eunjin Kang, Cho Jae-ryong"
tt2300975,Jessabelle,2014,"Drama,Horror,Mystery",5.4,"Sarah Snook, Mark Webber, Joelle Carter, David Andrews, Ana de la Reguera"
tt2301155,Shootout at Wadala,2013,"Action,Biography,Crime",6.0,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor, Kangana Ranaut"
tt2301592,The Dance of Reality,2013,"Biography,Drama,Fantasy",7.5,"Brontis Jodorowsky, Brontis Jodorowsky, Pamela Flores, Pamela Flores, Jeremias Herskovits"
tt23018924,Thangalaan,2024,"Action,Adventure,Drama",6.6,"Vikram, Parvathy Thiruvothu, Malavika Mohanan, Pasupathy, Daniel Caltagirone"
tt2302755,Olympus Has Fallen,2013,"Action,Thriller",6.5,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Finley Jacobsen"
tt2302966,I,2015,"Action,Drama,Romance",7.4,"Vikram, Vikram, Amy Jackson, Suresh Gopi, Upen Patel"
tt23036080,Thank You for Coming,2023,Comedy,4.1,"Bhumi Pednekar, Dolly Singh, Shibani Bedi, Shehnaaz Gill, Kusha Kapila"
tt2304426,The Selfish Giant,2013,Drama,7.3,"Conner Chapman, Shaun Thomas, Sean Gilder, Lorraine Ashbourne, Ralph Ineson"
tt2304655,Gabbar Singh,2012,"Action,Comedy",7.1,"Pawan Kalyan, Pawan Kalyan, Shruti Haasan, Abhimanyu Singh, Kota Srinivasa Rao"
tt2304771,Mandela: Long Walk to Freedom,2013,"Biography,Drama,History",7.1,"Idris Elba, Naomie Harris, Terry Pheto, Robert Hobbs, Tony Kgoroge"
tt23049270,Do Not Disturb,2023,"Comedy,Drama",6.3,"Cem Yilmaz, Ahsen Eroglu, Celal Kadri Kinoglu, Özge Özberk, Bülent Sakrak"
tt2304933,The 5th Wave,2016,"Action,Adventure,Sci-Fi",5.2,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders, Nick Robinson"
tt2304953,Reasonable Doubt,2014,"Crime,Drama,Mystery",5.7,"Dominic Cooper, Samuel L. Jackson, Gloria Reuben, Ryan Robbins, Erin Karpluk"
tt2305051,Wild,2014,"Adventure,Biography,Drama",7.1,"Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman, Thomas Sadoski"
tt23052532,Mark Antony,2023,"Action,Comedy,Crime",6.6,"Vishal, Vishal, S.J. Suryah, S.J. Suryah, Ritu Varma"
tt23055660,Nickel Boys,2024,Drama,7.0,"Ethan Herisse, Brandon Wilson, Aunjanue Ellis-Taylor, Ethan Cole Sharp, Sam Malone"
tt23060796,There's Something in the Barn,2023,"Comedy,Fantasy,Horror",5.5,"Martin Starr, Amrita Acharia, Kiran Shah, Townes Bunner, Zoe Winther-Hansen"
tt2308773,Ishaqzaade,2012,"Action,Drama,Romance",6.5,"Arjun Kapoor, Parineeti Chopra, Gauahar Khan, Anil Rastogi, Ratan Singh"
tt2309021,We Are What We Are,2013,"Drama,Horror,Thriller",5.9,"Bill Sage, Ambyr Childers, Julia Garner, Wyatt Russell, Kassie Wesley DePaiva"
tt2309224,Big Bad Wolves,2013,"Drama,Horror,Thriller",6.8,"Lior Ashkenazi, Rotem Keinan, Tzahi Grad, Doval'e Glickman, Menashe Noy"
tt2309260,The Gallows,2015,"Horror,Mystery,Thriller",4.2,"Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford, Travis Cluff"
tt2309600,Singam 2,2013,"Action,Crime,Drama",6.4,"Suriya, Anushka Shetty, Hansika Motwani, Vivek, Santhanam"
tt2309764,Singham Returns,2014,"Action,Crime,Drama",5.7,"Ajay Devgn, Kareena Kapoor, Amole Gupte, Anupam Kher, Dayanand Shetty"
tt2309961,Afflicted,2013,"Horror,Mystery,Thriller",6.2,"Clif Prowse, Derek Lee, Michael Gill, Baya Rehaz, Benjamin Zeitoun"
tt2310332,The Hobbit: The Battle of the Five Armies,2014,"Adventure,Fantasy",7.4,"Ian McKellen, Martin Freeman, Richard Armitage, Cate Blanchett, Ken Stott"
tt2312718,Homefront,2013,"Action,Crime,Thriller",6.5,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Izabela Vidovic"
tt2312890,Afternoon Delight,2013,"Comedy,Drama",5.7,"Kathryn Hahn, Link Ruiz, Cesar Garcia, Jane Lynch, Michaela Watkins"
tt23137390,Immaculate,2024,"Horror,Thriller",5.8,"Sydney Sweeney, Álvaro Morte, Simona Tabasco, Benedetta Porcaroli, Giorgio Colangeli"
tt23137904,Rebel Moon - Part Two: The Scargiver,2024,"Action,Adventure,Drama",5.3,"Sofia Boutella, Djimon Hounsou, Ed Skrein, Michiel Huisman, Bae Doona"
tt2314824,Behaving Badly,2014,"Comedy,Romance",4.4,"Nat Wolff, Selena Gomez, Mary-Louise Parker, Mary-Louise Parker, Elisabeth Shue"
tt2315152,A Werewolf Boy,2012,"Drama,Fantasy,Romance",7.2,"Song Joong-ki, Park Bo-young, Park Bo-young, Lee Yeong-ran, Jang Young-nam"
tt2315200,"Me, Myself and Mum",2013,Comedy,6.6,"Guillaume Gallienne, Guillaume Gallienne, André Marcon, Françoise Fabian, Nanou Garcia"
tt2315582,Una,2016,Drama,6.2,"Ruby Stokes, Rooney Mara, Riz Ahmed, Ben Mendelsohn, Tara Fitzgerald"
tt2315596,Galveston,2018,"Action,Crime,Drama",6.2,"Ben Foster, Jeffrey Grover, Christopher Amitrano, Mark Hicks, María Valverde"
tt2316204,Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,"Michael Fassbender, Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride"
tt2316411,Enemy,2013,"Drama,Mystery,Thriller",6.9,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace"
tt2316479,Blue Iguana,2018,"Action,Comedy,Crime",5.6,"Sam Rockwell, Phoebe Fox, Ben Schwartz, Peter Ferdinando, Peter Polycarpou"
tt2316548,Beautiful Disaster,2023,"Comedy,Drama,Romance",5.3,"Dylan Sprouse, Virginia Gardner, Austin North, Samuel Larsen, Neil Bishop"
tt2316801,Beauty and the Beast,2014,"Drama,Family,Fantasy",6.4,"Vincent Cassel, Vincent Cassel, Léa Seydoux, André Dussollier, Eduardo Noriega"
tt2317225,The Machine,2013,"Action,Drama,Sci-Fi",6.0,"Toby Stephens, Caity Lotz, Caity Lotz, Denis Lawson, Sam Hazeldine"
tt2317337,Vicky Donor,2012,"Comedy,Romance",7.7,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, Nitanshi Goel"
tt2317524,12 Rounds 2: Reloaded,2013,"Action,Adventure,Thriller",5.3,"Randy Orton, Tom Stevens, Brian Markinson, Venus Terzo, Cindy Busby"
tt23177868,Mummies,2023,"Adventure,Animation,Comedy",5.9,"Óscar Barberán, Ana Esther Alborg, Luis Reina, María Luisa Solá, Jaume Solà"
tt2318092,Endless Love,2014,"Drama,Mystery,Romance",6.2,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick, Joely Richardson"
tt2318405,White Tiger,2012,"Action,Adventure,Fantasy",6.1,"Aleksey Vertkov, Vitaliy Kishchenko, Valeriy Grishko, Dmitriy Bykovskiy-Romashov, Gerasim Arkhipov"
tt2318527,Hell Baby,2013,"Comedy,Horror",4.9,"Rob Corddry, Leslie Bibb, Alex Berg, Alex Berg, Keegan-Michael Key"
tt2318625,Out in the Dark,2012,"Crime,Drama,Romance",7.5,"Nicholas Jacob, Michael Aloni, Jameel Khoury, Alon Pdut, Loai Nofi"
tt2319580,The Grand Seduction,2013,Comedy,7.0,"Taylor Kitsch, Brendan Gleeson, Liane Balaban, Gordon Pinsent, Percy Hynes White"
tt2319889,Jannat 2,2012,"Crime,Drama,Thriller",6.3,"Emraan Hashmi, Randeep Hooda, Esha Gupta, Mohd. Zeeshan Ayyub, Viren Basoya"
tt2321163,ABCD (Any Body Can Dance),2013,"Drama,Music",6.3,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Dharmesh Yelande"
tt2321341,House of Bodies,2016,"Crime,Drama,Thriller",3.8,"Terrence Howard, Peter Fonda, George Katt, George Katt, Alexz Johnson"
tt2321405,My Life as a Zucchini,2016,"Animation,Comedy,Drama",7.8,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz, Raul Ribera"
tt2321502,Uncanny,2015,"Drama,Horror,Sci-Fi",6.2,"Mark Webber, David Clayton Rogers, Lucy Griffiths, Rainn Wilson"
tt2321549,The Babadook,2014,"Drama,Horror,Mystery",6.8,"Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney, Barbara West"
tt23219684,Mighty Morphin Power Rangers: Once & Always,2023,"Action,Adventure,Drama",5.7,"Walter Jones, Walter Jones, Steve Cardenas, Steve Cardenas, Catherine Sutherland"
tt2322441,Fifty Shades of Grey,2015,"Drama,Romance,Thriller",4.2,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk"
tt2322517,Mojave,2015,"Action,Adventure,Crime",5.2,"Oscar Isaac, Garrett Hedlund, Louise Bourgoin, Cletus Young, Tim Soergel"
tt2325518,Beneath,2013,"Horror,Sci-Fi,Thriller",3.5,"Bonnie Dennison, Daniel Zovatto, Jon Orsini, Chris Conroy, Griffin Newman"
tt2325915,Poove Unakkaga,1996,"Comedy,Drama,Romance",8.6,"Joseph Vijay, Sangeetha, Sangeetha, Anju Aravind, Madhan Bob"
tt2325977,Strangerland,2015,"Drama,Mystery,Thriller",5.2,"Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan, Meyne Wyatt"
tt2326554,A Girl Walks Home Alone at Night,2014,"Drama,Horror,Romance",6.9,"Sheila Vand, Arash Marandi, Marshall Manesh, Mozhan Navabi, Dominic Rains"
tt2326612,The Captive,2014,"Crime,Drama,Mystery",5.9,"Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos, Kevin Durand"
tt2328678,The King's Daughter,2022,"Action,Adventure,Family",5.2,"Pierce Brosnan, Kaya Scodelario, William Hurt, Benjamin Walker, Pablo Schreiber"
tt2328813,Hard to Be a God,2013,"Drama,Sci-Fi",6.5,"Leonid Yarmolnik, Aleksandr Chutko, Yuriy Tsurilo, Evgeniy Gerchakov, Valentin Golubenko"
tt2328819,A Long Story,2012,Drama,7.5,"Kenan Imirzalioglu, Tugçe Kazaz, Mustafa Alabora, Zafer Algöz, Osman Alkas"
tt2328900,Mary Queen of Scots,2018,"Biography,Drama,History",6.3,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn, Angela Bain"
tt23289160,Godzilla Minus One,2023,"Action,Adventure,Drama",7.7,"Minami Hamabe, Ryûnosuke Kamiki, Sakura Andô, Munetaka Aoki, Hidetaka Yoshioka"
tt2330322,The Conspiracy,2012,"Horror,Thriller",6.2,"Aaron Poole, James Gilbert, Peter Apostolopoulos, Angela Besharah, Bruce Clayton"
tt2330866,The Thieves,2012,"Action,Comedy,Crime",6.8,"Kim Yoon-seok, Lee Jung-jae, Kim Hye-su, Jun Ji-hyun, Simon Yam"
tt2330927,Julayi,2012,"Action,Comedy,Crime",7.3,"Allu Arjun, Ileana D'Cruz, Rajendra Prasad, Sonu Sood, Kota Srinivasa Rao"
tt2331047,Rememory,2017,"Drama,Mystery,Sci-Fi",6.1,"Peter Dinklage, Matt Ellis, Jordana Largy, Martin Donovan, Evelyne Brochu"
tt2331143,"Like Father, Like Son",2013,Drama,7.8,"Masaharu Fukuyama, Machiko Ono, Yôko Maki, Lily Franky, Keita Ninomiya"
tt2332579,Crystal Fairy & the Magical Cactus,2013,"Adventure,Comedy,Drama",5.9,"Michael Cera, Gaby Hoffmann, Juan Andrés Silva, Agustín Silva, José Miguel Silva"
tt2332623,Fateful Findings,2012,"Comedy,Drama,Fantasy",4.2,"Neil Breen, Klara Landrat, Jennifer Autry, Victoria Viveiros, David Silva"
tt23330554,Winnie-the-Pooh: Blood and Honey 2,2024,"Horror,Thriller",4.7,"Scott Chambers, Tallulah Evans, Ryan Oliva, Lewis Santer, Eddy MacKenzie"
tt23334464,10 Days of a Good Man,2023,"Crime,Drama,Mystery",6.5,"Nejat Isler, Nur Fettahoglu, Senay Gürler, Ilayda Alisan, Ilayda Alisan"
tt23334616,Last Call for Istanbul,2023,"Drama,Romance",5.4,"Kivanç Tatlitug, Beren Saat, Shayan Ardalan, John Bradford, Nikima Brooks"
tt2333598,7 Boxes,2012,"Adventure,Crime,Drama",7.1,"Celso Franco, Víctor Sosa, Lali Gonzalez, Nico García Hume, Paletita"
tt2333784,The Expendables 3,2014,"Action,Adventure,Comedy",6.1,"Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas, Harrison Ford"
tt2333804,The Zero Theorem,2013,"Comedy,Drama,Fantasy",6.0,"Christoph Waltz, Lucas Hedges, Mélanie Thierry, David Thewlis, Gwendoline Christie"
tt2334649,Fruitvale Station,2013,"Biography,Crime,Drama",7.5,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray"
tt2334733,Madame Bovary,2014,"Drama,Romance",5.7,"Mia Wasikowska, Rhys Ifans, Ezra Miller, Logan Marshall-Green, Henry Lloyd-Hughes"
tt2334871,Snatched,2017,"Action,Adventure,Comedy",4.7,"Amy Schumer, Goldie Hawn, Kim Caramele, Raven Goodwin, Katie Dippold"
tt2334873,Blue Jasmine,2013,"Comedy,Drama,Romance",7.3,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins, Joy Carlin"
tt2334879,White House Down,2013,"Action,Drama,Thriller",6.3,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins"
tt2334896,The Dirties,2013,"Crime,Drama",6.8,"Matt Johnson, Owen Williams, Padraig Singal, Ross Hill, Krista Madison"
tt2337841,Bottom of the World,2017,"Drama,Mystery,Thriller",5.0,"Jena Malone, Douglas Smith, Ted Levine, Tamara Duarte, Kevin Owen McDonald"
tt2338151,PK,2014,"Comedy,Drama,Sci-Fi",8.1,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani, Saurabh Shukla"
tt2338424,Tumbledown,2015,"Comedy,Music,Romance",6.2,"Rebecca Hall, Jason Sudeikis, Blythe Danner, Joe Manganiello, Dianna Agron"
tt2338454,Unicorn Store,2017,"Comedy,Drama,Fantasy",5.6,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie"
tt2339505,Kochadaiiyaan,2014,"Action,Adventure,Animation",6.2,"Rajinikanth, Rajinikanth, Rajinikanth, Deepika Padukone, R. Sarathkumar"
tt2339741,The Woman in Black 2: Angel of Death,2014,"Drama,Horror,Thriller",4.8,"Helen McCrory, Jeremy Irvine, Phoebe Fox, Leanne Best, Merryn Pearse"
tt2343793,Third Person,2013,"Drama,Romance",6.3,"Liam Neeson, Mila Kunis, Adrien Brody, Olivia Wilde, Maria Bello"
tt2344678,Himmatwala,2013,"Action,Comedy,Drama",1.8,"Ajay Devgn, Tamannaah Bhatia, Mahesh Manjrekar, Paresh Rawal, Zarina Wahab"
tt2345112,Parkland,2013,"Drama,History,Mystery",6.4,"Zac Efron, Tom Welling, Billy Bob Thornton, Paul Giamatti, Marcia Gay Harden"
tt2345567,Haunter,2013,"Fantasy,Horror,Mystery",5.9,"Abigail Breslin, Peter Outerbridge, Michelle Nolden, Stephen McHattie, Peter DaCunha"
tt2345613,Leprechaun: Origins,2014,"Fantasy,Horror",3.2,"Dylan Postl, Stephanie Bennett, Andrew Dunbar, Melissa Roxburgh, Brendan Fletcher"
tt2345737,The Rover,2014,"Action,Crime,Drama",6.4,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Chan Kien"
tt2345759,The Mummy,2017,"Action,Adventure,Fantasy",5.4,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe, Jake Johnson"
tt23468450,Longlegs,2024,"Crime,Horror,Thriller",6.6,"Maika Monroe, Nicolas Cage, Blair Underwood, Alicia Witt, Michelle Choi-Lee"
tt23468836,Touch,2024,"Drama,Romance",7.4,"Egill Ólafsson, Kôki, Palmi Kormákur, Masahiro Motoki, Yôko Narahashi"
tt2347285,The Best Christmas Pageant Ever,2024,"Adventure,Comedy,Drama",6.8,"Kynlee Heiman, Sebastian Billingsley-Rodriguez, Judy Greer, Pete Holmes, Stanlee Arches"
tt2347497,Silent Night,2012,"Comedy,Horror,Mystery",5.2,"Malcolm McDowell, Jaime King, Donal Logue, Rick Skene, Rick Skene"
tt23475174,Sarfira,2024,Drama,6.9,"Akshay Kumar, Paresh Rawal, Radhika Madan, Seema Biswas, R. Sarathkumar"
tt2347569,Frances Ha,2012,"Comedy,Drama,Romance",7.4,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen, Michael Esper"
tt2349144,Mississippi Grind,2015,"Comedy,Drama",6.4,"Ben Mendelsohn, Ryan Reynolds, Yvonne Landry, Anthony Howard, Jayson Warner Smith"
tt2350496,The Lunchbox,2013,"Drama,Romance",7.8,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey, Nakul Vaid"
tt2350892,Bad Country,2014,"Action,Crime,Drama",5.8,"Matt Dillon, Willem Dafoe, Neal McDonough, Amy Smart, Christopher Rodriguez Marquette"
tt2351310,Flu,2013,"Action,Crime,Drama",6.6,"Jang Hyuk, Soo Ae, Min-ah Park, Yoo Hae-jin, Lee Hee-joon"
tt2352802,Goodbye World,2013,"Comedy,Drama",5.4,"Adrian Grenier, Kid Cudi, Mckenna Grace, Kerry Bishé, Caroline Dhavernas"
tt2353767,"1,000 Times Good Night",2013,"Drama,War",7.0,"Juliette Binoche, Nikolaj Coster-Waldau, Lauryn Canny, Adrianna Cramer Curtis, Maria Doyle Kennedy"
tt2353868,True Spirit,2023,"Adventure,Biography,Drama",6.8,"Alyla Browne, Teagan Croft, Cliff Curtis, Josh Lawson, Anna Paquin"
tt23554840,The Vaccine War,2023,"Drama,Thriller",7.1,"Mohan Kapur, Anupam Kher, Nana Patekar, Raima Sen, Nivedita Bhattacharya"
tt2355495,Barefoot,2014,"Comedy,Drama,Romance",6.5,"Evan Rachel Wood, Scott Speedman, J.K. Simmons, Treat Williams, Kate Burton"
tt2355823,Sag Salim,2012,Comedy,6.3,"Burçin Bildik, Fulya Zenginer, Alper Saldiran, Kenan Ece, Murat Akkoyunlu"
tt23558280,Elevation,2024,"Action,Sci-Fi,Thriller",5.6,"Anthony Mackie, Morena Baccarin, Maddie Hasson, Danny Boyd Jr., Rachel Nicks"
tt23561236,American Fiction,2023,"Comedy,Drama",7.5,"Jeffrey Wright, Skyler Wright, John Ales, Patrick Fischler, Carmen Cusack"
tt2356180,Bhaag Milkha Bhaag,2013,"Biography,Drama,Sport",8.2,"Farhan Akhtar, Kousi Orfahli, Deepak Singh Rawat, Japtej Singh, Divya Dutta"
tt2357129,Jobs,2013,"Biography,Drama",6.0,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas, Matthew Modine"
tt2357291,Rio 2,2014,"Adventure,Animation,Comedy",6.3,"Jesse Eisenberg, Anne Hathaway, Jemaine Clement, Andy Garcia, Jake T. Austin"
tt2357377,The Berlin File,2013,"Action,Thriller",6.6,"Ha Jung-woo, Han Suk-kyu, Ryu Seung-beom, Jun Ji-hyun, Lee Kyoung-young"
tt2357926,Ramaiya Vastavaiya,2013,"Action,Comedy,Drama",5.8,"Shruti Haasan, Girish Taurani, Sonu Sood, Vinod Khanna, Poonam Dhillon"
tt2358592,Lucia,2013,"Drama,Sci-Fi,Thriller",8.3,"Sathish Neenasam, Sruthi Hariharan, Achyuth Kumar, Sabreen Baker, Pawan Kumar"
tt2358891,The Great Beauty,2013,Drama,7.7,"Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso, Iaia Forte"
tt2358911,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,"Action,Adventure,Animation",7.7,"Hiroaki Iwanaga, Marc Diraison, Marc Diraison, Takahiro Sakurai, Kevin T. Collins"
tt2358913,Berserk: The Golden Age Arc III - The Advent,2013,"Action,Adventure,Animation",7.8,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yûki Kaji, Yoshiro Matsumoto"
tt2358925,Unfinished Business,2015,"Comedy,Drama",5.4,"Vince Vaughn, Dave Franco, Tom Wilkinson, James Marsden, Sienna Miller"
tt2359024,Blue Ruin,2013,"Crime,Drama,Thriller",7.1,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Ydaiber Orozco"
tt2359810,Raanjhanaa,2013,"Drama,Romance",7.6,"Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub, Swara Bhasker, Abhay Deol"
tt2361317,Live by Night,2016,"Action,Crime,Drama",6.4,"Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina, Remo Girone"
tt2361509,The Intern,2015,"Comedy,Drama",7.1,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner"
tt2363213,Ragnarok,2013,"Adventure,Fantasy",5.8,"Pål Sverre Hagen, Nicolai Cleve Broch, Sofia Helin, Bjørn Sundquist, Maria Annette Tanderø Berglyd"
tt2363471,The Summit,2012,Documentary,6.8,"Christine Barnes, Hoselito Bite, Marco Confortola, Niall Foley, Niall Foley"
tt2364841,Runner Runner,2013,"Crime,Mystery,Thriller",5.6,"Ben Affleck, Justin Timberlake, Gemma Arterton, Anthony Mackie, Michael Esper"
tt2364897,The Disappointments Room,2016,"Drama,Horror,Thriller",3.9,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till, Michaela Conlin"
tt2364975,We Are the Best!,2013,"Drama,Music",7.1,"Mira Barkhammar, Mira Grosin, Liv LeMoyne, Johan Liljemark, Mattias Wiberg"
tt2365580,"Where'd You Go, Bernadette",2019,"Comedy,Crime,Drama",6.5,"Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig, Patrick Sebes"
tt2366608,Lost River,2014,"Drama,Fantasy,Mystery",5.7,"Christina Hendricks, Iain De Caestecker, Matt Smith, Saoirse Ronan, Ben Mendelsohn"
tt2368254,A Private War,2018,"Biography,Drama,War",6.7,"Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay, Jesuthasan Antonythasan"
tt2368553,Assault on Wall Street,2013,"Action,Thriller",6.0,"Dominic Purcell, Erin Karpluk, Edward Furlong, John Heard, Keith David"
tt2368619,The Take,2016,"Action,Adventure,Crime",6.3,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia"
tt2368672,Minuscule: Valley of the Lost Ants,2013,"Action,Adventure,Animation",7.1,"Diego Hancy, Diego Hancy, Helsa Baneria, Helsa Baneria, Holly J. Barrett"
tt2368749,After Lucia,2012,Drama,7.1,"Tessa Ia, Hernán Mendoza, Gonzalo Vega Jr., Tamara Yazbek, Paco Rueda"
tt2369135,Need for Speed,2014,"Action,Crime,Drama",6.4,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi, Rami Malek"
tt2369154,R... Rajkumar,2013,"Action,Crime,Romance",5.3,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Govardhan Asrani, Ashish Vidyarthi"
tt2369205,Pioneer,2013,"Adventure,Drama,Thriller",6.0,"Aksel Hennie, Wes Bentley, Stephen Lang, Stephanie Sigman, Jonathan LaPaglia"
tt2369317,Space Station 76,2014,"Comedy,Drama,Sci-Fi",4.9,"Patrick Wilson, Liv Tyler, Marisa Coughlan, Matt Bomer, Jerry O'Connell"
tt2369396,Bounty Killer,2013,"Action,Comedy,Sci-Fi",5.5,"Matthew Marsden, Kristanna Loken, Christian Pitre, Barak Hardley, Abraham Benrubi"
tt2370248,Short Term 12,2013,Drama,7.9,"Brie Larson, Frantz Turner, John Gallagher Jr., Kaitlyn Dever, Stephanie Beatriz"
tt2371486,A Company Man,2012,"Action,Crime,Drama",6.6,"So Ji-seob, Lee Mi-yeon, Kwak Do-won, Kim Dong-jun, Jeon Gook-hwan"
tt2371824,Paradise: Faith,2012,Drama,6.7,"Maria Hofstätter, Nabil Saleh, René Rupnik, Natalija Baranova, Trude Masur"
tt2371834,Paradise: Hope,2013,Drama,6.6,"Melanie Lenz, Verena Lehbauer, Joseph Lorenz, Michael Thomas, Viviane Bartsch"
