code,poster,plot
tt2937898,https://image.tmdb.org/t/p/w500/j0fmC8xFw6cuiREcSajob0MTD6K.jpg,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built."
tt29383379,https://image.tmdb.org/t/p/w500/il3ao5gcF6fZNqo1o9o7lusmEyU.jpg,"The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step."
tt2938956,https://image.tmdb.org/t/p/w500/71kaQfdrMy0LHSeLRADsvlDGCgb.jpg,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father."
tt2942522,https://image.tmdb.org/t/p/w500/wREeBv5vVAHQkLiHF2PVQIPkBVo.jpg,"A wife, overwhelmed with hatred for her husband, inflicts an unspeakable wound on their son, as the family heads towards horrific destruction."
tt29439114,https://image.tmdb.org/t/p/w500/1U2HszJHEIf3ZcUhqIFHROB5wnD.jpg,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter, and they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation."
tt2944198,https://image.tmdb.org/t/p/w500/AdIkDCWcBqv1B10ncm71sMiqEEF.jpg,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.
tt2947832,https://image.tmdb.org/t/p/w500/7ZGNVpzGEWYLpzE7J9FL8WOLlxc.jpg,"Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle."
tt2948160,https://image.tmdb.org/t/p/w500/2B5LnI7tytfKk7SnHCyFTVkBFWy.jpg,A rogue police detective in search of his parents' killer is murdered and reborn the ultimate killer.
tt2948356,https://image.tmdb.org/t/p/w500/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
tt2948372,https://image.tmdb.org/t/p/w500/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth."
tt2948790,https://image.tmdb.org/t/p/w500/idXlni6MEieEvRaDHxSPyeqP5pS.jpg,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.
tt2948840,https://image.tmdb.org/t/p/w500/aT6joQI1aOHDFvQst7gFJkIhN6N.jpg,"In 1955, young photographer Dennis Stock develops a close bond with actor James Dean while shooting pictures of the rising Hollywood star."
tt2950418,https://image.tmdb.org/t/p/w500/tyakQi7yU6KnyYq9yE0PaIlWzvw.jpg,The incredible true story of the greatest walk-on in the history of college football.
tt2952602,https://image.tmdb.org/t/p/w500/myZQ4WocOQQCXNGVJkHeeJ1jTEj.jpg,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom."
tt2953050,https://image.tmdb.org/t/p/w500/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope."
tt29536228,https://image.tmdb.org/t/p/w500/4WfzdlUXUAd1QA6xmbbNH89Kgbo.jpg,"When Graham decides to surprise his family by traveling home for Christmas, he is shocked to discover them already celebrating with an unexpected guest of honor, his ex-fiancée, Ali. The two exes battle it out to see who the family will pick to stay through Christmas Day and who must go."
tt29538571,https://image.tmdb.org/t/p/w500/jojfbnIHGsRpodIood3OQoqA45Y.jpg,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party."
tt2954474,https://image.tmdb.org/t/p/w500/3J7jwx3Cre1neDIs7YyAXy4ICc4.jpg,"After moving to a vineyard with her family, a pregnant woman experiences horrifying visions."
tt29548562,https://image.tmdb.org/t/p/w500/e4BfbmGq4h8oq8u6vZ5teSTlPb3.jpg,"A powerful spirit that had never seen the face of earth, begins to threaten the life of a six-year-old girl with speech impairment. It's up to Annamma, the only demonologist, to rescue the family and uncover the spirit's true intentions."
tt2955096,https://image.tmdb.org/t/p/w500/gjOQUlsprWkmyZP4hhMGr0GP3LG.jpg,"After a breakup with her boyfriend, a young woman moves in with her older brother, his wife, and their 2-year-old son."
tt2955316,https://image.tmdb.org/t/p/w500/vUbn2Dy9qWWV8VnktvuGn9YiCRL.jpg,"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known."
tt2957760,https://image.tmdb.org/t/p/w500/nmIHFblhZ2uBGepSYzvKYFDfvhp.jpg,A doctor desperately tries to save his wife and their 5 year old son after their vacation in the Bahamas takes an unexpected turn.
tt2960930,https://image.tmdb.org/t/p/w500/mmiG916iIh6w378qBjRfTonqOWb.jpg,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace."
tt29623480,https://image.tmdb.org/t/p/w500/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
tt2962726,https://image.tmdb.org/t/p/w500/s56VZf9TsFmRSJ549nCI8RgKTr.jpg,A former soldier is taken captive and awakens in the back of a van where he learns that he only has less than 10 minutes to figure out how he got there.
tt2962876,https://image.tmdb.org/t/p/w500/1lkp87orcl6IjrdJJTJPnY2gEoc.jpg,A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.
tt2962984,https://image.tmdb.org/t/p/w500/dC86zUwQXuYS84sNIL5GyjRmD1h.jpg,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."
tt2965412,https://image.tmdb.org/t/p/w500/4zOOSa5zyJDvqDDKFwUQVMK6eDe.jpg,"When a chance encounter brings together the cynical Dell and the quick-witted Kimberly, the stage is set for a tempestuous love affair that unfolds like a puzzle. As the film zigzags back and forth in time — from a meteor shower in LA, to an encounter in a Paris hotel room, to a fateful phone call — an unforgettable portrait of a relationship emerges."
tt2965466,https://image.tmdb.org/t/p/w500/oSTFMqFpVB4yq9SOIxBp8xZ9jh5.jpg,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground."
tt2967006,https://image.tmdb.org/t/p/w500/gbdN1MGJI2vIV9yKqDkAsazWQIT.jpg,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy."
tt2967008,https://image.tmdb.org/t/p/w500/nFY7bO60ENfXRq4fqzA22snQUls.jpg,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.
tt2967224,https://image.tmdb.org/t/p/w500/lobNOBHuJQCP9ZYAf86MBMwRrmZ.jpg,"Straight-arrow policewoman Cooper is excited and thrilled about her next assignment. Her task is to escort Daniella Riva, a wisecracking Colombian beauty, from San Antonio to Dallas so both she and her husband can testify against a drug lord. Plans go awry when Mr. Riva gets ambushed, leaving Daniella a widow. Cooper and her witness must now use their wits to escape from crooked cops and murderous gunmen, while not killing each other in the process."
tt2967286,https://image.tmdb.org/t/p/w500/bXhogkZCR0aOQ077rfMULYbDmtH.jpg,"One year after the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back."
tt2967578,https://image.tmdb.org/t/p/w500/n5ESZzOGxnmugkLvyd45wOsn0mg.jpg,Three elite North Korean sleeper agents live under cover for so long that they believe their cover stories are their real identities. They are shocked when they are ordered to kill one another or face death at the hands of an elite hit team.
tt2969522,https://image.tmdb.org/t/p/w500/v0QADo9qDqw18bcsILBaEfZXT7V.jpg,"A woman's child is kidnapped and killed after paying the ransom. 15 years later, a mysterious figure is seen visiting the site of killing and another kidnapping occurs using the same methods. The woman teams up with a detective to catch the killer once and for all."
tt2969656,https://image.tmdb.org/t/p/w500/i1a1rk2qPrxIF5pYyBB2oSTa6OR.jpg,"Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization."
tt29702934,https://image.tmdb.org/t/p/w500/qPJ2vdnzAc6W7sJ5zGUJJUNspyF.jpg,"What happens when your fate is messed up and you are trapped in your past?  When a married cosmetic surgeon Raj Varadhan from London falls in love with his model girlfriend Maya Pillai who accidentally dies due to drug overdose, his life takes him on an unexpected ride! Will he be able to hide his secrets from his wife Medha?"
tt29722855,https://image.tmdb.org/t/p/w500/zVMyvNowgbsBAL6O6esWfRpAcOb.jpg,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor."
tt2972362,https://image.tmdb.org/t/p/w500/cDffUvnm2TaLxQYWTy0PnohSGNP.jpg,"After being kidnapped as a small child and raised by the five men who abducted him, a teenage boy is now forced to join their life in crime."
tt2974050,https://image.tmdb.org/t/p/w500/vxFlGc3zGnFS4sgXoECAJeLzjvx.jpg,"Cool Cat is the coolest cat in town. All the kids love him. Except for the bully Butch, who hates Cool Cat for his coolness. He terrorizes Cool Cat, his friends and family with threats, taunting, and the internet. Can Cool Cat face his fears and defeat the bully Derrick?"
tt2974918,https://image.tmdb.org/t/p/w500/16OcuuW5z509WILR6BmscNdXgw0.jpg,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal."
tt2975578,https://image.tmdb.org/t/p/w500/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night."
tt2975590,https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before."
tt2976182,https://image.tmdb.org/t/p/w500/fb7ccaqM9cQBhj6k2f7UUmQkUKg.jpg,"A love triangle revolving around the lives of a filmmaker, a thief and their mutual love interest."
tt2978102,https://image.tmdb.org/t/p/w500/9oAVYDh7RHW3wzQWbGsRB7RFE6J.jpg,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours."
tt2978462,https://image.tmdb.org/t/p/w500/7ujGA9YqxQ3uwtMelCEsaBKasuR.jpg,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.
tt2978626,https://image.tmdb.org/t/p/w500/wn3VkQgCFkW731TRNa30DL6CSdg.jpg,"Akhil, an underdog and a failure, comes to know that his real father is a rich diamond merchant who has just passed away. When he goes to retrieve his wealth, he learns that a dog has inherited it."
tt2979920,https://image.tmdb.org/t/p/w500/ivWoP4qtljTxVumPw7rzX6BWZkg.jpg,"An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence."
tt2980210,https://image.tmdb.org/t/p/w500/wmjWGb2tqtOA4XPnK1tpIfzRtSQ.jpg,"Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back."
tt2980472,https://image.tmdb.org/t/p/w500/rEwXZIOh3CLVA5JJmxT5kaYY6ff.jpg,"Ted Morgan has been treading water for most of his life. After his wife leaves him, Ted realizes he has nothing left to live for.  Summoning the courage for one last act, Ted decides to go home and face the people he feels are responsible for creating the shell of a person he has become.  But life is tricky.  The more determined Ted is to confront his demons, to get closure, and to withdraw from his family, the more Ted is yanked into the chaos of their lives. So, when Ted Morgan decides to kill himself, he finds a reason to live."
tt2980516,https://image.tmdb.org/t/p/w500/kJuL37NTE51zVP3eG5aGMyKAIlh.jpg,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde."
tt2980592,https://image.tmdb.org/t/p/w500/4YgdRwJ8pANrooetaaEUxKIXykl.jpg,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
tt2980648,https://image.tmdb.org/t/p/w500/1vFhSr7INoulu18smHqicft05i8.jpg,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.
tt2980706,https://image.tmdb.org/t/p/w500/pOmteFeBDI9FJOPTDvYJYFeAtdp.jpg,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero."
tt2980708,https://image.tmdb.org/t/p/w500/A6jwjS9mS4qBzhaA6ob4PUd9PJ0.jpg,"Everyone hates Ward’s wife and wants her dead, Ward most of all. But when his friends’ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems — like how to dispose of the body and still make their 3 p.m. tee time."
tt2980794,https://image.tmdb.org/t/p/w500/xuTevYF35WDkElpm5vNBVaISkT9.jpg,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper."
tt29808429,https://image.tmdb.org/t/p/w500/nBkUpDWUBwcA3KPPr1cSzTKtzU8.jpg,"The days when Istanbul was occupied as a result of the Armistice of Mudros after the First World War and the Fenerbahce football team won the ""Harington Cup""."
tt2981768,https://image.tmdb.org/t/p/w500/1ZpDVSY15o0TWVj7qbvFf5BU8jE.jpg,"A young girl, from a civilization that resides in deep underground tunnels, finds herself trapped in an inverted world and teams up with a resident to escape and return home."
tt2987732,https://image.tmdb.org/t/p/w500/hV88MiailtnGVF6rbp6Ug6UBKYS.jpg,Ex-con Zeki Müller goes undercover as a teacher at a below average Gymnasium to find money he'd stashed prior to incarceration.
tt2988272,https://image.tmdb.org/t/p/w500/j141I2N8e8HuVHEDNPZ1K2qeqM4.jpg,A journey of three restless young people who junk the society's syllabus for finding love and decide to follow their heart.
tt2989524,https://image.tmdb.org/t/p/w500/IHuNvCTOsSox1Gj4ykHImrC5EL.jpg,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene."
tt2990140,https://image.tmdb.org/t/p/w500/5Il2EMSF2KecrUKZPuen6BZmaCP.jpg,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas."
tt2990738,https://image.tmdb.org/t/p/w500/9VFBtfMRKh5Yfd8jQ4kPhhD441D.jpg,A newsman discovers he's been rigged with a bomb after he has an exclusive interview with a terrorist who blew up a bridge.
tt2991224,https://image.tmdb.org/t/p/w500/jNKUXcwZr1vpgq7sGTCEqdngo4Z.jpg,"War in Abkhazia, 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in."
tt2992146,https://image.tmdb.org/t/p/w500/wsnioYKR2C2FlAYZxZTzihW2TVh.jpg,"Young Dee Renjie arrives in the empire's capital to join the Supreme Court as police judge of his region. He wants to become a prosecutor. Empress Wu, who is at the beginning of her reign, has commissioned the fierce detective Yuchi to investigate a sea monster that stalks the city at night and makes it unsafe."
tt2994190,https://image.tmdb.org/t/p/w500/aqNzRiaEsfv567Ji9njJofblRBE.jpg,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees."
tt2996684,https://image.tmdb.org/t/p/w500/2WnBtWcXvn6hiDCK4wLKYObGsGU.jpg,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing predator. Holed up in an isolated cabin, tensions mount as long-buried secrets are revealed. As the body count rises, the group must put their differences aside and fight for survival."
tt30007864,https://image.tmdb.org/t/p/w500/czV7JRPPPGk9bqUsnJuJUYn34mM.jpg,"A young man, Aren, is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people’s lives easier."
tt3001638,https://image.tmdb.org/t/p/w500/eI1rxHzxO2sWeeBMvr42buetYnd.jpg,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.
tt30057084,https://image.tmdb.org/t/p/w500/A8HbTd0FemZyFCh5qvJFpHGiwF8.jpg,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.
tt3007132,https://image.tmdb.org/t/p/w500/sNDodM6si97uhiPhf5dTM6n6aDj.jpg,"Years after a mysterious plague has devastated the planet and turned most of humanity into blood-hungry creatures, a rogue drifter on a vengeful hunt stumbles across a band of survivors in an abandoned police station and reluctantly agrees to try to help them defend themselves and escape to the sanctuary they so desperately need."
tt3007302,https://image.tmdb.org/t/p/w500/sxgQDPNkky07l1bv9g8AyoB4jJp.jpg,"In Kentucky, a transgender woman and her best male friend lament the lack of eligible partners and step across old boundaries of love and romance."
tt30073158,https://image.tmdb.org/t/p/w500/enCWwZO7i1gk7agzG4yvz5vZEDQ.jpg,Vizag city is horrified with brutal murders by a serial killer. A police officer arrests a crazy lady who is being spotted preceding at every murder scene. What is the shocking twist that the police officer knows from her investigation?
tt3007512,https://image.tmdb.org/t/p/w500/kIlVtC22BDNiiAiCvSZoOS7FhY9.jpg,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace."
tt3009772,https://image.tmdb.org/t/p/w500/tpYPids0rVYTrtEjKPeXWZNwBk3.jpg,"Charlie suffers from a serious disease that causes acute narcolepsy whenever he is happy. Although he develops a variety of techniques to deny himself pleasure and deal with his sleep issues, they’re put to the test when he falls in love."
tt3010660,https://image.tmdb.org/t/p/w500/qpm2hoHgSa5IikIjnmM5mgmP3jN.jpg,"The celebration of the 50th anniversary of “Capitol-Insurance” is due – that's what the bosses thought. All employees are invited to join the party in a hotel. However, rumors say the company's not doing very well. To avoid unemployment due to the possible shutdown of the smaller branch office the only option is to move to the headquarters. Now that's the ultimate challange for Stromberg, who is notoriously trying to be the example of a department manager, gathering all of his employees behind him."
tt30110854,https://image.tmdb.org/t/p/w500/yoiXBduSKakUadgFpfAizl8S6nK.jpg,Based on the true story of three Christian prisoners who face execution in a third world country and how their joy in Christ results in a stunning conclusion.
tt3011894,https://image.tmdb.org/t/p/w500/ucFsh8uU0Lsw7zouQFaRrs2ElOs.jpg,"Injustice and the demands of the world can cause stress for many people. Some of them, however, explode. This includes a waitress serving a grouchy loan shark, an altercation between two motorists, an ill-fated wedding reception, and a wealthy businessman who tries to buy his family out of trouble."
tt3011960,https://image.tmdb.org/t/p/w500/u7HwjTX9h4B8kuolyKiztYjtqna.jpg,"A homicide detective teams up with a criminal profiler to catch a serial killer whose crimes are inspired by the children's game, Hangman."
tt3013602,https://image.tmdb.org/t/p/w500/lY5u3bvWXRk3KMrSoP0Sd3Ro5gW.jpg,"Looking for a baby-sitter for the night, Marc Schaudel entrusts his son Remy to the care of his employee Franck, a straight man. But the thing that Marc doesn't know, is that Franck is getting 30 years old this weekend and that his son Remy is a very capricious child. The next day, Marc and his wife Claire are awakened by a call from the police. Remy and Franck are missing, and the house is totally devastated. The police finds a camera in the leftovers. Marc, Claire and the police start watching the video that has been recorded the day before during the night and find out what happened to Franck and Remy."
tt3013610,https://image.tmdb.org/t/p/w500/nUymTRScnK41CCoplqxBQvy21UW.jpg,"Margherita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother."
tt3014284,https://image.tmdb.org/t/p/w500/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school."
tt30144381,https://image.tmdb.org/t/p/w500/yqKKhbaofSHfqHGNYHz9yqSPvYR.jpg,"Just as Mike is on the heels of closing the biggest deal of his career, he's pulled away from his bachelor life in the big city to a farm in rural Ohio in order to help his recently orphaned nephews find a new home."
tt3014666,https://image.tmdb.org/t/p/w500/gP97yU8YrVZY2yLxTwsicS8KuSe.jpg,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?"
tt3014866,https://image.tmdb.org/t/p/w500/lm0NlIsgGDqdx7CGFCDDJo1ptgh.jpg,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III."
tt30150907,https://image.tmdb.org/t/p/w500/g8ak4QAGLZpqMs3CpnFHWWfIzJQ.jpg,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?"
tt30180830,https://image.tmdb.org/t/p/w500/9zdqkbwVGrUl0biGCqCOgvbgaM5.jpg,"In the misty forests of North America, a family of Sasquatches—possibly the last of their enigmatic kind—embark on an absurdist, epic, hilarious, and ultimately poignant journey over the course of one year. These shaggy and noble giants fight for survival as they find themselves on a collision course with the ever-changing world around them."
tt3019620,https://image.tmdb.org/t/p/w500/mGknAQus2ayOXjVkVA6GJZCnPfH.jpg,A young man in Delhi tries to break free from his controlling brothers.
tt3019694,https://image.tmdb.org/t/p/w500/6oZmgDOQAHDHQZ1e34QLuBt2P36.jpg,"When Banker Till (Axel Stein) is kidnapped during a bank robbery, he has the time of his life..."
tt3021360,https://image.tmdb.org/t/p/w500/syUVk09hC701h3C1pjaB69LXwJi.jpg,"Claire is under the grip of a mysterious new cult called Faults. Desperate to be reunited with their daughter, Claire's parents recruit one of the world's foremost experts on mind control, Ansel Roth."
tt30215084,https://image.tmdb.org/t/p/w500/nEMSjYpT0B7uxNwu1kEU8fTycs4.jpg,"An intimate, fantastical and narrative-driven reflection of Jennifer Lopez's journey of self-healing and self-love in an immersive world where music and visuals intertwine, revealing the challenges faced and the triumphs achieved."
tt30216176,https://image.tmdb.org/t/p/w500/kN7M57SiaF57XJPHTVeXpkgj1Ez.jpg,"A once-great basketball coach is on a journey back to victory by reuniting his former high school championship basketball team, but this time, he’s challenging them to play like girls."
tt30217143,https://image.tmdb.org/t/p/w500/ildbg7ho14EHbt1fZWAkgqIyPqy.jpg,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence."
tt3026488,https://image.tmdb.org/t/p/w500/8BuRgEY3dMw8usxelybUS1K3NMd.jpg,"Berlin in June of 1940. While Nazi propaganda celebrates the regime’s victory over France, a kitchen-cum-living room in Prenzlauer Berg is filled with grief. Anna and Otto Quangel’s son has been killed at the front. This working class couple had long believed in the ‘Führer’ and followed him willingly, but now they realise that his promises are nothing but lies and deceit. They begin writing postcards as a form of resistance and in a bid to raise awareness: Stop the war machine! Kill Hitler! Putting their lives at risk, they distribute these cards in the entrances of tenement buildings and in stairwells. But the SS and the Gestapo are soon onto them, and even their neighbours pose a threat."
tt3029476,https://image.tmdb.org/t/p/w500/6vVL8WmU4WC39hHg44CBVE5Wv6h.jpg,Four divers are stuck deep underwater in a vessel after a freak storm destroys their ship. Will they survive?
tt3029556,https://image.tmdb.org/t/p/w500/3sw2YRF0UR4jeZJ2yvpgk4qvMQK.jpg,"Shishio sets sail in his ironclad ship to bring down the government. In order to stop him, Kenshin trains with his old master to learn his final technique."
tt3029558,https://image.tmdb.org/t/p/w500/gI2xYpJPQOsmFblvowkW2IgEHkC.jpg,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war."
tt30319503,https://image.tmdb.org/t/p/w500/rb3R60903ghdBMtlo2EyCZ6WEdY.jpg,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom."
tt30321095,https://image.tmdb.org/t/p/w500/4RQMBsRCGCzloG8pqGUbBSUcizy.jpg,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet alongside his estranged teenage daughter, the drama onstage starts to mirror his own life."
tt30321146,https://image.tmdb.org/t/p/w500/hPfWHgq07nXbeldwEGxWB4JqwtE.jpg,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse."
tt3036740,https://image.tmdb.org/t/p/w500/jl2BKSOuCH5g1a6Yt4FmbOujEe7.jpg,"A comedy centered around three people who each have a lookalike of a lookalike, all with the same name."
tt3038708,https://image.tmdb.org/t/p/w500/l5t2Nf1F7iQUKTrODg93xmQzZLj.jpg,"29 years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity, they must battle the Vril, an ancient shapeshifting reptilian race, and their army of dinosaurs."
tt30395619,https://image.tmdb.org/t/p/w500/3daOEMQCOGU2n9EbUC0PICnUCek.jpg,"A recap of Kimetsu no Yaiba episodes 55–56, with new footage and special end credits. Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki."
