code,title,year,genres,rating,cast,poster,plot
tt9472532,The Intergalactic Adventures of Max Cloud,2020,"Action,Comedy,Sci-Fi",4.7,"Elliot James Langridge, Shirin Daryaie, Scott Adkins, John Hannah, Isabelle Allen",https://image.tmdb.org/t/p/w500/OZCmgXARilxgvmBEFW7IqPicpG.jpg,A space cruiser crashes on a planet that is home to an intergalactic prison.
tt9477520,Asuran,2019,"Action,Drama",8.4,"Dhanush, Manju Warrier, Prakash Raj, Pasupathy, Pavan",https://image.tmdb.org/t/p/w500/Elnp3XrAlMM30dil8rbL7D9XeP.jpg,A family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste. Can the pacifist father be able to save his hot-blooded son?
tt9484998,Palm Springs,2020,"Comedy,Fantasy,Mystery",7.4,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher, Meredith Hagner",https://image.tmdb.org/t/p/w500/yf5IuMW6GHghu39kxA0oFx7Bxmj.jpg,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other."
tt9495224,Black Mirror: Bandersnatch,2018,"Drama,Fantasy,Mystery",7.1,"Fionn Whitehead, Craig Parkinson, Alice Lowe, Asim Chaudhry, Will Poulter",https://image.tmdb.org/t/p/w500/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
tt9500372,Pocket Hercules: Naim Süleymanoglu,2019,"Biography,Drama,History",8.2,"Hayat Van Eck, Selen Öztürk, Yetkin Dikinciler, Gürkan Uygun, Renan Bilek",https://image.tmdb.org/t/p/w500/yNEATX1X3B7vmKY2Brm2wumuNG4.jpg,"From defecting to the Olympics, an underdog weightlifter powers through adversity to raise up his community in this biopic of Naim Süleymanoğlu."
tt9506474,The Hater,2020,"Drama,Thriller",7.1,"Maciej Musialowski, Vanessa Aleksander, Danuta Stenka, Jacek Koman, Agata Kulesza",https://image.tmdb.org/t/p/w500/fX3XYJZLumDtTfncHY233Cwiorj.jpg,A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.
tt9526826,Android Kunjappan Ver 5.25,2019,"Comedy,Drama,Sci-Fi",8.0,"Soubin Shahir, Suraj Venjaramoodu, Kendy Zirdo, Saiju Kurup, Sooraj Thelakkadu",https://image.tmdb.org/t/p/w500/hoWaxpwu8X0FwYETxGLQeAinix7.jpg,"Bhaskara, a conservative villager, hates the idea of his son relocating to Russia for a job. However, when his son brings a robot to care for him, he develops an unlikely bond with the machine."
tt9531772,Sooryavanshi,2021,"Action,Crime,Drama",5.9,"Akshay Kumar, Katrina Kaif, Ajay Devgn, Ranveer Singh, Jackie Shroff",https://image.tmdb.org/t/p/w500/oCymRm6FG62zrKnXiHHJvDgkYoA.jpg,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city."
tt9537292,Ala Vaikunthapurramuloo,2020,"Action,Comedy,Drama",7.3,"Allu Arjun, Pooja Hegde, Tabu, Jayaram, Murli Sharma",https://image.tmdb.org/t/p/w500/2rzORJaegE2bbKNVkQXbZCeV0BP.jpg,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive."
tt9541602,Extreme Job,2019,"Comedy,Crime",7.1,"Ryu Seung-ryong, Lee Hanee, Jin Seon-kyu, Lee Dong-hwi, Gong Myoung",https://image.tmdb.org/t/p/w500/52oLgq2gEiZyDjpJ7tgkGruoQI0.jpg,"A drug squad attempts to take down a criminal organization and they must go undercover to do so, so they begin working at a chicken restaurant, that becomes famous for its delicious chicken. Due to the unexpected popularity, the detectives find themselves in a situation they never expected."
tt9558612,PM Narendra Modi,2019,"Biography,Drama",3.0,"Vivek Oberoi, Barkha Bisht, Boman Irani, Zarina Wahab, Prashant Narayanan",https://image.tmdb.org/t/p/w500/4goB5vutZlPZaB0jovwJqOnUKGm.jpg,Chronicles Narendra Modi’s life and events leading up to his swearing-in ceremony as the Prime Minister of India in 2014.
tt9569610,Kaagaz,2021,"Biography,Comedy,Drama",7.3,"Pankaj Tripathi, Monal Gajjar, Mita Vashisht, Amar Upadhyay, Brijendra Kala",https://image.tmdb.org/t/p/w500/yLSBqhPvV8e6WvZ0ERT238ItnM8.jpg,"Kaagaz (transl. Paper) is a biographical drama about a farmer, Lal Bihari's 19-year struggle to make himself come alive again when he is declared dead in Government records by interests keen to take over his assets."
tt9577852,Rolling Thunder Revue,2019,"Biography,Documentary,History",7.5,"Allen Ginsberg, Patti Smith, Martin von Haselberg, Scarlet Rivera, Joan Baez",https://image.tmdb.org/t/p/w500/ixxELBgYj9OH8hz0XCrcZOJpIx9.jpg,"Part documentary, part concert film, part fever dream, this film captures the troubled spirit of America in 1975 and the joyous music that Dylan performed during the fall of that year."
tt9580138,Mortal Kombat Legends: Scorpion's Revenge,2020,"Action,Adventure,Animation",7.4,"Jennifer Carpenter, Joel McHale, Ike Amadi, Steve Blum, Steve Blum",https://image.tmdb.org/t/p/w500/4VlXER3FImHeFuUjBShFamhIp9M.jpg,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament."
tt9581076,"So Long, My Son",2019,Drama,7.7,"Wang Jingchun, Mei Yong, Xi Qi, Roy Wang, Jiang Du",https://image.tmdb.org/t/p/w500/jGTDkdY7wFP2lIC0aqC1fjNIhhV.jpg,Two married couples adjust to the vast social and economic changes taking place in China from the 1980s to the present.
tt9586294,Better Days,2019,"Crime,Drama,Romance",7.6,"Dongyu Zhou, Jackson Yee, Fang Yin, Ye Zhou, Yue Wu",https://image.tmdb.org/t/p/w500/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations."
tt9592496,Pogaru,2021,Action,3.6,"Dhruva Sarja, Rashmika Mandanna, Sampath Raj, Chikkanna, Raghavendra Rajkumar",https://image.tmdb.org/t/p/w500/iKulrSnAylrwOvXOYmJsHGTb4r1.jpg,"Shiva, a ruffian, is the terror of his area in many ways, but still has a heart of gold. He has just one wish, for his mother to love him wholly like the way he does."
tt9601220,Black Bear,2020,"Comedy,Drama",6.5,"Aubrey Plaza, Christopher Abbott, Sarah Gadon, Paola Lázaro, Grantham Coleman",https://image.tmdb.org/t/p/w500/nqZFjQRWfW6PjFTc17pzJ5LRAAv.jpg,"At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously intertwined their lives will soon become."
tt9602472,Sissy,2022,"Comedy,Drama,Horror",6.1,"Aisha Dee, Aisha Dee, Hannah Barlow, Emily De Margheriti, Daniel Monks",https://image.tmdb.org/t/p/w500/3MOjjaavFDjkoOO9PMq37f87SCn.jpg,"Cecilia is a successful social media influencer living the dream, until she runs into her ex-childhood best friend and is invited away on her bachelorette weekend. Suddenly, Sissy finds herself stuck in a remote cabin with her school bully... and a taste for revenge."
tt9603212,Mission: Impossible - Dead Reckoning Part One,2023,"Action,Adventure,Thriller",7.6,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Rebecca Ferguson",https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most."
tt9605894,Nishabdham,2020,"Horror,Mystery,Thriller",4.3,"Anushka Shetty, Madhavan, Anjali, Michael Madsen, Subbaraju",https://image.tmdb.org/t/p/w500/d3e68bM6SUk4UuE7K6kNwcRiTRu.jpg,"Seattle PD is investigating the murder of a man and Sakshi, a deaf and mute artist, and her husband Antony, a renowned cello player, are related to it."
tt9606374,On the Rocks,2020,"Comedy,Drama,Romance",6.4,"Bill Murray, Rashida Jones, Marlon Wayans, Jessica Henwick, Jenny Slate",https://image.tmdb.org/t/p/w500/fcijRCmB7yTtloh4Pumy9b1rkwU.jpg,"Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband."
tt9608818,Our Friend,2019,"Drama,Romance",7.3,"Jason Segel, Isabella Kai, Violet McGraw, Casey Affleck, Dakota Johnson",https://image.tmdb.org/t/p/w500/vg9C5LttsKBqoLuqeQvOXaeBGiD.jpg,"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out."
tt9614452,The Big Bull,2021,"Biography,Crime,Drama",5.6,"Abhishek Bachchan, Nikita Dutta, Ileana D'Cruz, Sanjeev Pandey, Srestha Banerjee",https://image.tmdb.org/t/p/w500/daE3PqGMGPb17TOuBn6loeLSy02.jpg,"Inspired by events from the late '80s and the early '90s that shook the country's financial fabric, The Big Bull tells the story of the biggest hustle in the stock market."
tt9614460,Chhapaak,2020,"Biography,Drama",5.4,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair, Vaibhavi Upadhyaya",https://image.tmdb.org/t/p/w500/cr5KqiolMMRUEJxrNLWESxyVVeU.jpg,"A true story based on acid attack survivor Malti's grueling and glorious journey from her medical treatment, court proceedings leading to her emotional healing."
tt9616700,Adu,2020,Drama,6.8,"Luis Tosar, Álvaro Cervantes, Anna Castillo, Moustapha Oumarou, Miquel Fernández",https://image.tmdb.org/t/p/w500/tigbVfTJ4mJccucmov2UThgOQbJ.jpg,"In a desperate attempt to reach Europe and crouched before an airstrip in Cameroon, a six-year-old boy and his older sister wait to sneak into the holds of an airplane. Not too far away, an environmental activist contemplates the terrible image of an elephant, dead and fangless. Not only do you have to fight against poaching, but you will also have to meet the problems of your newly arrived daughter from Spain. Thousands of kilometers to the north, in Melilla, a group of civil guards prepare to face the furious crowd of sub-Saharan people who have begun the assault on the fence. Three stories linked by a central theme, in which none of its protagonists know that their destinies are doomed to cross and that their lives will no longer be the same."
tt9617456,For Sama,2019,"Biography,Documentary,War",8.5,Dana Abed,https://image.tmdb.org/t/p/w500/mDna51F8QfrJFZOgPGQUz3VKqsB.jpg,"A love letter from a young mother to her daughter, the film tells the story of Waad al-Kateab’s life through five years of the uprising in Aleppo, Syria as she falls in love, gets married and gives birth to Sama, all while cataclysmic conflict rises around her.  Her camera captures incredible stories of loss, laughter and survival as Waad wrestles with an impossible choice– whether or not to flee the city to protect her daughter’s life, when leaving means abandoning the struggle for freedom for which she has already sacrificed so much."
tt9619798,The Wrong Missy,2020,"Comedy,Romance",5.8,"David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson, Jackie Sandler",https://image.tmdb.org/t/p/w500/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person."
tt9620288,King Richard,2021,"Biography,Drama,Sport",7.5,"Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal, Saniyya Sidney, Demi Singleton",https://image.tmdb.org/t/p/w500/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history."
tt9620292,Promising Young Woman,2020,"Crime,Drama,Mystery",7.5,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown, Adam Brody",https://image.tmdb.org/t/p/w500/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
tt9624766,Jiu Jitsu,2020,"Action,Sci-Fi,Thriller",2.9,"Alain Moussi, Nicolas Cage, Raymond Pinharry, Mary Makariou, Tommy Walker",https://image.tmdb.org/t/p/w500/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance."
tt9625664,Trauma Center,2019,"Action,Thriller",4.0,"Nicky Whelan, Bruce Willis, Tito Ortiz, Texas Battle, Catherine Davis",https://image.tmdb.org/t/p/w500/8K73wvCTBA3XKgZTtOZWgENUnis.jpg,"Lt. Wakes is a vengeful police detective determined to solve the murders of his partner and an informant, and joins forces with a witness injured during the shootings. After the killers pursue the witness across the abandoned floor of a hospital, she confirms Wakes's worst fears."
tt9632590,An Easy Girl,2019,"Comedy,Drama",5.6,"Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau",https://image.tmdb.org/t/p/w500/9AhB1u1vUXoumoHbcGhw7VnS0L2.jpg,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever."
tt9635540,Darbar,2020,"Action,Crime,Thriller",5.9,"Rajinikanth, Nayanthara, Nivetha Thomas, Suniel Shetty, Yogi Babu",https://image.tmdb.org/t/p/w500/A5mEJzS0KOFnwl3BXNjjswjJQ5u.jpg,"Aaditya, the commissioner of Mumbai Police, sets out to catch Ajay, a drug peddler. However, he uncovers a deeper controversy linked to an international drug lord and must mete out justice."
tt9637132,Samrat Prithviraj,2022,"Action,Drama,History",5.6,"Akshay Kumar, Sanjay Dutt, Ashutosh Rana, Sonu Sood, Varun Buddhadev",https://image.tmdb.org/t/p/w500/itjop20yizH1cwB44tIo5JivPSq.jpg,"The true story of legendary Hindu warrior king ""Prithviraj Chauhan"" including his early military successes, love story with Sanyogita & clashes with Muhammad of Ghor, a ruler of the Ghurid dynasty who led the foundation of Muslim rule in the Indian subcontinent."
tt9639470,Last Night in Soho,2021,"Drama,Horror,Mystery",7.0,"Thomasin McKenzie, Anya Taylor-Joy, Matt Smith, Diana Rigg, Aimee Cassettari",https://image.tmdb.org/t/p/w500/n1ZRmjlk1BJTY7aASqACfPAaLn2.jpg,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences."
tt9647768,The Wild Goose Lake,2019,"Crime,Drama",6.7,"Ge Hu, Lun-Mei Gwei, Fan Liao, Regina Wan, Dao Qi",https://image.tmdb.org/t/p/w500/w49o4vmNFpCt4VFJp7ip6tjHh3x.jpg,"A gangster ends up making a mistake that causes every gun on both sides of the law to point at him. While on the run, he comes across a mysterious woman who might get him out of trouble or make things worse."
tt9648672,Street Dancer 3D,2020,"Drama,Music",3.7,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi, Aparshakti Khurana",https://image.tmdb.org/t/p/w500/mnsoKSS6EZNB7y2kEzXHdLm1U0E.jpg,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition."
tt9652782,Bait,2019,Drama,7.1,"Edward Rowe, Giles King, Chloe Endean, Janet Thirlaway, Isaac Woodvine",https://image.tmdb.org/t/p/w500/cr6T1ygg5jD3zyqmbR7l2TPaHkN.jpg,"Martin Ward is a cove fisherman, without a boat. His brother Steven has repurposed their father’s vessel as a tourist tripper, driving a wedge between the brothers. With their childhood home now a getaway for London money, Martin is displaced to the estate above the picturesque harbour. As his struggle to restore the family to their traditional place creates increasing friction with tourists and locals alike, a tragedy at the heart of the family changes his world."
tt9660502,Close,2022,Drama,7.8,"Eden Dambrine, Gustav De Waele, Émilie Dequenne, Léa Drucker, Igor van Dessel",https://image.tmdb.org/t/p/w500/hjoSRso1ZslGWHowrVtBIfNT56b.jpg,"Two 13-year-old boys spend an idyllic summer together, but their connection is put to the test when they become the subject of speculation at school."
tt9663764,Aquaman and the Lost Kingdom,2023,"Action,Adventure,Fantasy",5.6,"Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II, Amber Heard, Nicole Kidman",https://image.tmdb.org/t/p/w500/oEyIhY1WzoFHUDE7U3p1AWwyoSN.jpg,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom."
tt9663896,Asphalt City,2023,"Drama,Thriller",6.1,"Tye Sheridan, Michael Pitt, Lenel Caze, Keisha Lauderdale, Jaiquan Fayson Jr.",https://image.tmdb.org/t/p/w500/qXcd7wY7MmRs36fQt83iSMJelvV.jpg,"A young paramedic is paired with a seasoned partner on the night shift in New York revealing a city in crisis. Discovering the chaos firsthand, he is tested with the ethical ambiguity that can be the difference between life and death."
tt9664078,American Son,2019,Drama,5.9,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",https://image.tmdb.org/t/p/w500/lEIlxhIyFsia7yCqbfD4UH8iIkN.jpg,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.
tt9664108,Voyagers,2021,"Adventure,Mystery,Sci-Fi",5.5,"Colin Farrell, Tye Sheridan, Lily-Rose Depp, Fionn Whitehead, Chanté Adams",https://image.tmdb.org/t/p/w500/gn2vCmWO7jQBBto9SYuBHYZARaU.jpg,"With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power."
tt9669176,Accident Man: Hitman's Holiday,2022,"Action,Comedy,Crime",5.9,"Scott Adkins, Ray Stevenson, Perry Benson, Sarah Chang, George Fouracres",https://image.tmdb.org/t/p/w500/8XF5EIDUOZv1p9orukdyERvv2Qn.jpg,"The Accident Man is back, and this time he must best the top assassins in the world to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure."
tt9675274,Cinayet Süsü,2019,"Comedy,Crime,Mystery",6.7,"Ugur Yücel, Binnur Kaya, Cengiz Bozkurt, Feyyaz Yigit, Mert Denizmen",https://image.tmdb.org/t/p/w500/eUwpfbOIYr9dpjG45pNkiqob9mC.jpg,"Istanbul Police Department homicide detectives encounter a murder nothing like they’ve seen before.Commissioners Emin, Salih, Asuman and deputy Alaattin begin investigating.But strange murders keep happening. They don’t have any evidence or any clues. Day by day, tempers flare and the police chiefs grow annoyed.As the murders keep piling up, the public’s interest rises. The pressure on Emin and his colleagues get intense.  At last, the chief of police assigns “crime expert” Dizdar Koşu, who has recently come back from the US, to the team.Overwhelmed with panic, pressure and disdain, Emin and his friends try to solve the strangest series of murders with the most unusual methods.This fast race against time immediately turns into a tragicomedy."
tt9675716,Nerkonda Paarvai,2019,"Action,Crime,Drama",7.7,"Ajith Kumar, Shraddha Srinath, Abhirami Venkatachalam, Andrea Tariang, Arjun Chidambaram",https://image.tmdb.org/t/p/w500/2NXpxxShGy4qzwjJF3VZ0luchoN.jpg,"When three young women are harassed and implicated in a crime they didn't commit, a bipolar lawyer sets out to help them clear their names and prove it to everyone that a woman's consent matters."
tt9680136,Pati Patni Aur Woh,2019,"Comedy,Romance",5.8,"Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana, Rajesh Sharma",https://image.tmdb.org/t/p/w500/9sAegdBnkfucqhrsocR47zCKcez.jpg,"Chintu Tyagi is an ordinary, middle-class man who finds himself torn between his wife and another woman."
tt9682428,Night Swim,2024,"Horror,Mystery,Thriller",4.7,"Wyatt Russell, Kerry Condon, Amélie Hoeferle, Gavin Warren, Jodi Long",https://image.tmdb.org/t/p/w500/gSkfBGdxdialBMM7P02V4hcI6Ij.jpg,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror."
tt9683478,The Half of It,2020,"Comedy,Drama",6.9,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou",https://image.tmdb.org/t/p/w500/jC1PNXGET1ZZQyrJvdFhPfXdPP1.jpg,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl."
tt9684220,Bad Trip,2021,Comedy,6.5,"Eric André, Michaela Conlin, Lil Rel Howery, Tiffany Haddish, Gerald Espinoza",https://image.tmdb.org/t/p/w500/A1Gy5HX3DKGaNW1Ay30NTIVJqJ6.jpg,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics."
tt9686708,The King of Staten Island,2020,"Comedy,Drama",7.1,"Pete Davidson, Bel Powley, Ricky Velez, Lou Wilson, Moises Arias",https://image.tmdb.org/t/p/w500/zQFjMmE3K9AX5QrBL1SXIxYQ9jz.jpg,"Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life."
tt9686790,Shotgun Wedding,2022,"Action,Comedy,Romance",5.5,"Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge, Sonia Braga",https://image.tmdb.org/t/p/w500/t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first."
tt9689696,Wander,2020,Thriller,4.9,"Aaron Eckhart, Tommy Lee Jones, Katheryn Winnick, Heather Graham, Raymond Cruz",https://image.tmdb.org/t/p/w500/2AwPvNHphpZBJDqjZKVuMAbvS0v.jpg,"After getting hired to probe a suspicious death in the small town of Wander, a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' that caused the death of his daughter."
tt9691136,Shadow in the Cloud,2020,"Action,Horror,War",5.0,"Chloë Grace Moretz, Nick Robinson, Beulah Koale, Taylor John Smith, Callan Mulvey",https://image.tmdb.org/t/p/w500/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.
tt9691290,Sharmajee Ki Beti,2024,"Comedy,Drama",5.9,"Sakshi Tanwar, Divya Dutta, Saiyami Kher, Parvin Dabas, Sharib Hashmi",https://image.tmdb.org/t/p/w500/vJc61J8aZvLz49BHQ7MXyjgQCzk.jpg,"Sharmajee Ki Beti intricately weaves the lives of Jyoti, Kiran, and Tanvi, all with the common surname of Sharma as they navigate urban loneliness, societal pressures, and gender expectations. Amidst their struggles, teenagers, Swati and Gurveen journey through puberty and maternal neglect, adding depth to this humorous and heart-warming tale of resilience, aspirations, and coming-of-age."
tt9695722,Vanguard,2020,"Action,Adventure,Comedy",4.7,"Jackie Chan, Yang Yang, Lun Ai, Miya Muqi, Ruohan Xu",https://image.tmdb.org/t/p/w500/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.
tt9701940,Fear Street: Part Two - 1978,2021,"Drama,Horror,Mystery",6.7,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Meghan Packer",https://image.tmdb.org/t/p/w500/cQywpstS8m9VyU0ho5E0KTNqd50.jpg,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive."
tt9701942,Fear Street: Part Three - 1666,2021,"Horror,Mystery",6.6,"Kiana Madeira, Kiana Madeira, Ashley Zukerman, Ashley Zukerman, Gillian Jacobs",https://image.tmdb.org/t/p/w500/rmEPtz3Ufzol2VWUAZYzOFaBio3.jpg,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late."
tt9714030,France,2021,"Comedy,Drama",5.9,"Léa Seydoux, Blanche Gardin, Benjamin Biolay, Emanuele Arioli, Juliane Köhler",https://image.tmdb.org/t/p/w500/xV2HdOOKjsLVWvSzuOiBL5ccEcW.jpg,"A celebrity journalist, juggling her busy career and personal life, has her life over-turned by a freak car accident."
tt9728962,Wired Shut,2021,"Horror,Mystery,Thriller",4.4,"Blake Stadel, Natalie Sharp, Behtash Fazlali",https://image.tmdb.org/t/p/w500/6XN45BW4mICXrEIGdCC2WKlSy1.jpg,"Reed Rodney, a disillusioned, world-famous novelist, is recovering at his remote mountain home from major reconstructive jaw surgery, which has rendered him physically unable to speak. Reed receives an unexpected visit from his estranged daughter, Emmy. After a life-threatening secret is exposed and upends their reality as they know it, Reed and Emmy must decide how far they are willing to go together in the name of survival and redemption."
tt9731386,Rogue Agent,2022,"Action,Adventure,Drama",6.5,"James Norton, Matthew Douglas, Rob Malone, Marisa Abela, Freya Mavor",https://image.tmdb.org/t/p/w500/4tOaGR6mzUAEQzIgWCeVoneRIkp.jpg,"Conman Robert Freegard poses as an undercover MI5 agent and kidnaps countless victims amidst a high-stakes manhunt, until the woman who fell for him brings him to justice."
tt9731534,The Night House,2020,"Horror,Mystery,Thriller",6.4,"Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit, Stacy Martin",https://image.tmdb.org/t/p/w500/rqs2CXpc4d5FzeP1EZCYItAVo81.jpg,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets."
tt9731598,Bros,2022,"Comedy,Romance",6.4,"Billy Eichner, Luke Macfarlane, Guy Branum, Miss Lawrence, TS Madison",https://image.tmdb.org/t/p/w500/6iFBzZ3LjmlE83pHok03Z9QPkAB.jpg,Two emotionally unavailable men attempt a relationship.
tt9731682,Crisis,2021,"Drama,Thriller",6.2,"Gary Oldman, Armie Hammer, Evangeline Lilly, Greg Kinnear, Michelle Rodriguez",https://image.tmdb.org/t/p/w500/15e2VcMTtk3pqgGlHWxisvygFAw.jpg,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S., an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics, and a university professor battles unexpected revelations about his research employer, a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market."
tt9735470,Little Fish,2020,"Drama,Romance,Sci-Fi",6.9,"Olivia Cooke, Jack O'Connell, Soko, Raúl Castillo, David Lennon",https://image.tmdb.org/t/p/w500/8AYQ7vyUI2HVLEKH7niFvJ1AdZp.jpg,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.
